timestamp,value
2025-08-15T16:08:27.393,
2025-08-15T16:08:28.333,
2025-08-15T16:08:29.327,
2025-08-15T16:08:30.315,
2025-08-15T16:08:31.275,
2025-08-15T16:08:32.239,
2025-08-15T16:08:33.214,
2025-08-15T16:08:34.241,
2025-08-15T16:08:35.164,
2025-08-15T16:08:36.157,
