timestamp,value
2025-08-15T15:20:56.532,
2025-08-15T15:20:57.432,
2025-08-15T15:20:58.260,
2025-08-15T15:20:59.074,
2025-08-15T15:20:59.936,
2025-08-15T15:21:00.764,
2025-08-15T15:21:01.579,
2025-08-15T15:21:02.437,
2025-08-15T15:21:03.248,
2025-08-15T15:21:04.055,
